ws_id,extraction_type_class,quality_group,waterpoint_type_group
53711,gravity,good,communal standpipe
53712,wind-powered,good,communal standpipe
53713,gravity,good,improved spring
53714,other,good,other
53715,handpump,salty,hand pump
53716,gravity,good,communal standpipe
53717,gravity,good,communal standpipe
53718,handpump,good,hand pump
53719,other,good,other
53720,gravity,good,communal standpipe
53722,gravity,good,communal standpipe
53723,other,good,other
53724,gravity,good,communal standpipe
53725,other,good,other
53726,gravity,good,communal standpipe
53727,gravity,good,communal standpipe
53728,gravity,good,communal standpipe
53729,gravity,good,communal standpipe
53730,handpump,good,hand pump
53731,handpump,good,hand pump
53732,submersible,good,communal standpipe
53733,gravity,good,communal standpipe
53734,other,salty,other
53735,gravity,good,communal standpipe
53736,gravity,good,communal standpipe
53737,submersible,good,communal standpipe
53739,handpump,good,hand pump
53740,handpump,colored,hand pump
53741,handpump,salty,hand pump
53742,handpump,salty,hand pump
53743,motorpump,good,communal standpipe
53744,handpump,milky,hand pump
53745,other,salty,other
53746,gravity,good,communal standpipe
53747,handpump,good,hand pump
53748,gravity,good,communal standpipe
53749,gravity,good,communal standpipe
53750,gravity,good,communal standpipe
53751,gravity,good,communal standpipe
53753,gravity,good,communal standpipe
53754,submersible,good,communal standpipe
53755,gravity,good,communal standpipe
53756,submersible,good,communal standpipe
53757,handpump,good,hand pump
53758,submersible,good,communal standpipe
53759,gravity,good,communal standpipe
53760,motorpump,good,communal standpipe
53762,gravity,good,communal standpipe
53763,gravity,good,improved spring
53764,submersible,good,communal standpipe
53765,handpump,good,hand pump
53766,handpump,good,hand pump
53767,submersible,good,communal standpipe
53768,gravity,good,communal standpipe
53769,gravity,good,other
53770,motorpump,good,communal standpipe
53771,submersible,good,communal standpipe
53772,gravity,good,communal standpipe
53773,handpump,good,hand pump
53774,other,salty,other
53775,handpump,good,hand pump
53776,gravity,good,communal standpipe
53777,handpump,good,hand pump
53778,other,salty,other
53779,handpump,good,hand pump
53780,rope pump,good,hand pump
53781,gravity,good,communal standpipe
53782,submersible,good,communal standpipe
53783,gravity,good,communal standpipe
53784,gravity,good,communal standpipe
53785,gravity,good,improved spring
53786,handpump,good,hand pump
53787,gravity,good,communal standpipe
53788,submersible,good,communal standpipe
53789,other,good,hand pump
53790,gravity,good,communal standpipe
53791,gravity,fluoride,other
53792,other,good,other
53793,handpump,good,hand pump
53794,handpump,good,hand pump
53795,gravity,good,communal standpipe
53796,gravity,good,communal standpipe
53797,motorpump,,communal standpipe
53798,other,colored,other
53799,handpump,good,hand pump
53800,gravity,good,communal standpipe
53801,gravity,good,communal standpipe
53802,submersible,good,communal standpipe
53803,gravity,good,communal standpipe
53804,gravity,good,communal standpipe
53805,gravity,good,communal standpipe
53806,handpump,good,hand pump
53807,handpump,good,hand pump
53808,gravity,good,communal standpipe
53809,gravity,good,communal standpipe
53810,handpump,good,hand pump
53811,gravity,good,communal standpipe
53812,gravity,good,communal standpipe
53813,other,good,other
53814,handpump,salty,hand pump
53815,other,good,other
53816,handpump,good,hand pump
53817,gravity,good,communal standpipe
53819,gravity,good,communal standpipe
53820,gravity,good,communal standpipe
53821,gravity,good,communal standpipe
53822,handpump,good,hand pump
53823,gravity,good,communal standpipe
53824,motorpump,good,communal standpipe
53825,gravity,fluoride,communal standpipe
53826,other,salty,other
53828,submersible,salty,communal standpipe
53829,handpump,good,hand pump
53830,gravity,good,communal standpipe
53831,gravity,good,communal standpipe
53833,gravity,good,communal standpipe
53834,handpump,good,hand pump
53835,gravity,good,communal standpipe
53836,submersible,salty,communal standpipe
53837,gravity,good,communal standpipe
53838,handpump,good,hand pump
53839,handpump,good,hand pump
53840,gravity,good,communal standpipe
53841,handpump,salty,hand pump
53842,gravity,good,communal standpipe
53843,gravity,good,communal standpipe
53844,submersible,good,communal standpipe
53845,submersible,good,communal standpipe
53846,handpump,good,hand pump
53847,gravity,good,communal standpipe
53848,gravity,good,communal standpipe
53849,gravity,good,communal standpipe
53850,motorpump,salty,communal standpipe
53851,gravity,good,communal standpipe
53852,motorpump,salty,communal standpipe
53854,handpump,colored,hand pump
53855,other,good,other
53857,motorpump,good,communal standpipe
53858,motorpump,salty,communal standpipe
53859,handpump,good,hand pump
53860,gravity,good,communal standpipe
53861,submersible,good,communal standpipe
53862,other,salty,other
53863,handpump,good,hand pump
53864,gravity,good,improved spring
53865,handpump,good,hand pump
53866,gravity,good,communal standpipe
53867,gravity,good,communal standpipe
53868,gravity,good,other
53869,gravity,good,other
53870,handpump,good,hand pump
53871,gravity,good,communal standpipe
53872,handpump,good,hand pump
53873,other,good,hand pump
53874,gravity,good,communal standpipe
53876,handpump,salty,hand pump
53877,gravity,good,communal standpipe
53878,gravity,good,communal standpipe
53879,handpump,salty,hand pump
53880,gravity,good,communal standpipe
53881,gravity,good,communal standpipe
53882,gravity,good,communal standpipe
53883,gravity,good,communal standpipe
53884,submersible,good,other
53885,gravity,good,improved spring
53886,gravity,good,communal standpipe
53887,handpump,good,hand pump
53889,gravity,good,communal standpipe
53890,handpump,good,hand pump
53891,gravity,good,communal standpipe
53892,submersible,good,communal standpipe
53893,handpump,good,hand pump
53894,gravity,good,communal standpipe
53895,gravity,good,communal standpipe
53896,handpump,good,hand pump
53897,handpump,milky,hand pump
53898,motorpump,good,communal standpipe
53899,handpump,good,hand pump
53900,gravity,good,other
53901,handpump,good,hand pump
53902,handpump,good,hand pump
53903,handpump,good,hand pump
53904,motorpump,good,communal standpipe
53905,gravity,good,communal standpipe
53906,submersible,good,communal standpipe
53907,handpump,good,hand pump
53908,gravity,good,communal standpipe
53909,gravity,good,communal standpipe
53910,handpump,good,hand pump
53911,gravity,good,communal standpipe
53912,submersible,good,communal standpipe
53915,gravity,good,communal standpipe
53916,submersible,good,communal standpipe
53917,gravity,good,communal standpipe
53918,gravity,good,communal standpipe
53919,submersible,good,communal standpipe
53920,handpump,salty,hand pump
53921,gravity,good,communal standpipe
53922,gravity,good,communal standpipe
53923,other,good,other
53924,gravity,good,communal standpipe
53925,other,good,communal standpipe
53926,motorpump,,communal standpipe
53927,gravity,good,communal standpipe
53928,motorpump,,communal standpipe
53929,handpump,good,hand pump
53930,other,good,other
53931,gravity,good,communal standpipe
53932,submersible,good,communal standpipe
53933,motorpump,salty,communal standpipe
53934,handpump,salty,hand pump
53935,motorpump,good,communal standpipe
53936,gravity,good,communal standpipe
53937,gravity,good,communal standpipe
53939,handpump,good,hand pump
53941,gravity,good,communal standpipe
53942,gravity,good,communal standpipe
53943,gravity,good,communal standpipe
53945,gravity,good,communal standpipe
53946,handpump,salty,hand pump
53947,gravity,good,communal standpipe
53948,gravity,good,communal standpipe
53949,submersible,good,communal standpipe
53950,wind-powered,good,communal standpipe
53951,gravity,good,improved spring
53952,submersible,,communal standpipe
53953,gravity,good,communal standpipe
53954,gravity,good,communal standpipe
53955,submersible,good,communal standpipe
53956,handpump,good,hand pump
53957,gravity,good,other
53958,gravity,good,communal standpipe
53959,gravity,good,communal standpipe
53961,handpump,good,hand pump
53962,gravity,good,communal standpipe
53963,handpump,good,hand pump
53964,gravity,good,communal standpipe
53966,handpump,good,hand pump
53968,gravity,good,communal standpipe
53969,handpump,,hand pump
53970,gravity,good,communal standpipe
53971,gravity,good,communal standpipe
53972,other,,other
53973,gravity,good,communal standpipe
53974,handpump,good,hand pump
53975,handpump,good,hand pump
53976,other,good,other
53977,gravity,good,communal standpipe
53979,gravity,good,communal standpipe
53980,handpump,good,hand pump
53981,handpump,good,hand pump
53982,gravity,good,communal standpipe
53983,gravity,good,communal standpipe
53984,submersible,good,communal standpipe
53985,gravity,good,other
53986,handpump,good,hand pump
53987,gravity,good,communal standpipe
53988,gravity,good,communal standpipe
53989,handpump,good,hand pump
53990,gravity,good,communal standpipe
53991,gravity,good,communal standpipe
53992,handpump,good,hand pump
53993,submersible,good,communal standpipe
53994,gravity,good,communal standpipe
53995,handpump,good,hand pump
53996,submersible,good,communal standpipe
53999,other,good,other
54000,gravity,good,communal standpipe
54002,gravity,good,communal standpipe
54003,gravity,good,communal standpipe
54004,handpump,good,hand pump
54006,gravity,good,communal standpipe
54007,gravity,good,communal standpipe
54008,handpump,good,hand pump
54009,submersible,good,communal standpipe
54010,submersible,,communal standpipe
54011,gravity,good,communal standpipe
54012,other,good,hand pump
54014,other,good,other
54015,submersible,salty,other
54016,motorpump,good,communal standpipe
54017,gravity,good,communal standpipe
54019,gravity,good,communal standpipe
54020,handpump,,hand pump
54021,submersible,good,communal standpipe
54022,gravity,good,communal standpipe
54023,submersible,good,communal standpipe
54024,gravity,good,communal standpipe
54025,gravity,good,communal standpipe
54026,handpump,good,hand pump
54027,motorpump,salty,communal standpipe
54028,gravity,good,communal standpipe
54029,submersible,good,communal standpipe
54030,other,good,other
54031,handpump,good,hand pump
54032,other,good,other
54033,submersible,,communal standpipe
54034,gravity,good,communal standpipe
54035,other,good,other
54037,handpump,good,hand pump
54038,other,good,other
54039,gravity,good,communal standpipe
54040,gravity,good,communal standpipe
54041,gravity,good,communal standpipe
54042,handpump,good,hand pump
54043,gravity,good,communal standpipe
54044,handpump,good,hand pump
54045,gravity,good,communal standpipe
54046,handpump,salty,hand pump
54048,other,salty,other
54049,handpump,good,hand pump
54050,gravity,good,communal standpipe
54051,submersible,good,communal standpipe
54052,other,good,communal standpipe
54053,other,good,other
54054,gravity,good,communal standpipe
54056,gravity,good,other
54057,other,milky,other
54058,gravity,good,communal standpipe
54059,handpump,good,hand pump
54060,motorpump,good,communal standpipe
54061,handpump,,hand pump
54062,other,good,communal standpipe
54063,motorpump,good,communal standpipe
54064,gravity,good,communal standpipe
54066,submersible,good,communal standpipe
54067,gravity,good,communal standpipe
54068,gravity,good,communal standpipe
54069,gravity,,communal standpipe
54070,wind-powered,good,communal standpipe
54071,motorpump,salty,communal standpipe
54072,handpump,good,hand pump
54073,gravity,good,communal standpipe
54074,gravity,good,communal standpipe
54075,gravity,good,communal standpipe
54076,gravity,good,communal standpipe
54077,other,good,hand pump
54078,gravity,good,communal standpipe
54079,gravity,good,communal standpipe
54080,handpump,good,hand pump
54081,handpump,good,hand pump
54082,handpump,good,hand pump
54083,gravity,good,communal standpipe
54084,gravity,good,communal standpipe
54085,gravity,good,communal standpipe
54086,gravity,good,communal standpipe
54087,submersible,good,communal standpipe
54088,gravity,good,communal standpipe
54089,other,good,hand pump
54090,gravity,good,communal standpipe
54091,gravity,good,communal standpipe
54092,gravity,good,communal standpipe
54093,other,good,hand pump
54094,handpump,good,hand pump
54096,gravity,colored,communal standpipe
54097,gravity,good,communal standpipe
54098,other,good,other
54099,motorpump,good,communal standpipe
54100,gravity,good,communal standpipe
54101,gravity,good,communal standpipe
54102,gravity,good,communal standpipe
54103,gravity,good,communal standpipe
54104,handpump,good,hand pump
54105,handpump,good,hand pump
54106,other,good,other
54107,other,good,communal standpipe
54108,submersible,good,communal standpipe
54109,other,good,other
54110,handpump,good,hand pump
54111,other,salty,other
54113,motorpump,good,communal standpipe
54114,handpump,good,hand pump
54115,submersible,good,communal standpipe
54116,handpump,salty,hand pump
54117,gravity,good,communal standpipe
54118,gravity,good,communal standpipe
54119,handpump,good,hand pump
54120,gravity,good,communal standpipe
54121,handpump,milky,hand pump
54122,submersible,good,communal standpipe
54123,other,good,other
54124,gravity,good,communal standpipe
54125,gravity,good,communal standpipe
54126,handpump,salty,hand pump
54127,gravity,good,communal standpipe
54128,handpump,good,hand pump
54129,gravity,good,communal standpipe
54131,gravity,good,communal standpipe
54133,other,good,other
54134,other,good,other
54135,gravity,good,communal standpipe
54136,gravity,good,communal standpipe
54137,gravity,good,communal standpipe
54138,motorpump,salty,communal standpipe
54139,gravity,good,other
54140,handpump,good,hand pump
54141,handpump,good,hand pump
54143,handpump,good,hand pump
54144,gravity,good,communal standpipe
54145,gravity,good,communal standpipe
54146,other,salty,other
54147,handpump,good,hand pump
54148,handpump,salty,hand pump
54149,other,good,other
54150,handpump,,other
54151,handpump,good,hand pump
54152,handpump,good,hand pump
54153,gravity,good,communal standpipe
54154,gravity,good,communal standpipe
54156,gravity,good,communal standpipe
54157,gravity,good,communal standpipe
54159,gravity,good,communal standpipe
54160,handpump,good,hand pump
54161,gravity,good,communal standpipe
54162,gravity,good,communal standpipe
54163,handpump,good,hand pump
54164,handpump,good,hand pump
54165,gravity,good,communal standpipe
54166,rope pump,good,hand pump
54167,handpump,salty,hand pump
54168,handpump,good,hand pump
54171,other,,other
54172,gravity,good,communal standpipe
54173,gravity,good,communal standpipe
54174,gravity,good,communal standpipe
54175,motorpump,good,communal standpipe
54176,gravity,good,communal standpipe
54177,other,good,communal standpipe
54178,submersible,good,communal standpipe
54179,other,colored,other
54180,handpump,good,hand pump
54181,gravity,good,communal standpipe
54182,handpump,good,hand pump
54183,gravity,good,communal standpipe
54185,submersible,good,communal standpipe
54186,submersible,good,communal standpipe
54187,gravity,good,communal standpipe
54188,gravity,good,communal standpipe
54189,handpump,good,hand pump
54190,handpump,good,hand pump
54191,handpump,salty,hand pump
54192,handpump,good,hand pump
54194,other,colored,communal standpipe
54195,other,good,other
54196,gravity,good,communal standpipe
54197,gravity,good,communal standpipe
54198,handpump,good,hand pump
54199,gravity,good,cattle trough
54200,submersible,good,communal standpipe
54201,gravity,good,communal standpipe
54202,submersible,good,communal standpipe
54203,handpump,good,hand pump
54204,gravity,good,communal standpipe
54205,gravity,good,communal standpipe
54206,handpump,good,hand pump
54207,handpump,good,hand pump
54208,handpump,good,hand pump
54209,submersible,good,communal standpipe
54211,handpump,good,hand pump
54212,gravity,good,communal standpipe
54213,gravity,good,communal standpipe
54214,gravity,good,communal standpipe
54215,submersible,good,communal standpipe
54216,gravity,good,communal standpipe
54217,gravity,good,communal standpipe
54218,gravity,good,communal standpipe
54219,handpump,good,hand pump
54220,gravity,good,communal standpipe
54221,gravity,good,communal standpipe
54222,handpump,milky,hand pump
54223,handpump,good,hand pump
54224,handpump,salty,hand pump
54225,submersible,good,communal standpipe
54226,handpump,good,hand pump
54227,submersible,good,communal standpipe
54228,handpump,good,hand pump
54229,other,good,other
54230,gravity,good,communal standpipe
54231,handpump,good,hand pump
54232,handpump,good,hand pump
54234,handpump,good,hand pump
54235,handpump,good,hand pump
54236,handpump,salty,hand pump
54237,submersible,good,communal standpipe
54238,gravity,good,communal standpipe
54239,gravity,good,communal standpipe
54240,gravity,good,communal standpipe
54241,submersible,salty,communal standpipe
54242,handpump,milky,hand pump
54243,handpump,good,hand pump
54244,gravity,good,communal standpipe
54245,motorpump,good,communal standpipe
54246,gravity,good,communal standpipe
54248,submersible,good,communal standpipe
54250,gravity,good,communal standpipe
54251,motorpump,good,communal standpipe
54252,gravity,good,communal standpipe
54253,handpump,good,hand pump
54254,handpump,good,hand pump
54255,submersible,good,communal standpipe
54256,gravity,good,communal standpipe
54257,gravity,good,communal standpipe
54258,gravity,good,communal standpipe
54259,gravity,good,communal standpipe
54260,handpump,salty,hand pump
54261,gravity,good,communal standpipe
54262,other,good,hand pump
54263,gravity,good,communal standpipe
54264,submersible,good,communal standpipe
54265,other,good,communal standpipe
54267,handpump,good,hand pump
54268,other,good,communal standpipe
54269,gravity,good,communal standpipe
54270,gravity,good,communal standpipe
54271,gravity,good,communal standpipe
54272,gravity,good,communal standpipe
54273,other,good,other
54274,gravity,good,communal standpipe
54275,submersible,good,communal standpipe
54277,gravity,good,communal standpipe
54278,handpump,good,hand pump
54279,handpump,good,hand pump
54280,gravity,good,communal standpipe
54281,gravity,good,communal standpipe
54282,gravity,good,cattle trough
54283,submersible,good,communal standpipe
54284,other,good,other
54285,gravity,good,communal standpipe
54286,gravity,good,communal standpipe
54287,gravity,good,communal standpipe
54288,gravity,good,communal standpipe
54289,handpump,good,hand pump
54291,other,good,other
54293,gravity,good,communal standpipe
54294,other,salty,other
54295,other,good,other
54296,gravity,good,communal standpipe
54297,gravity,good,communal standpipe
54298,handpump,good,hand pump
54300,motorpump,good,communal standpipe
54301,gravity,good,communal standpipe
54302,gravity,good,communal standpipe
54303,handpump,salty,hand pump
54304,gravity,good,communal standpipe
54305,handpump,salty,hand pump
54306,gravity,good,communal standpipe
54307,gravity,good,communal standpipe
54308,submersible,good,communal standpipe
54309,handpump,good,hand pump
54310,gravity,good,communal standpipe
54311,gravity,good,communal standpipe
54312,handpump,good,hand pump
54313,other,good,improved spring
54314,gravity,good,communal standpipe
54315,gravity,salty,communal standpipe
54316,gravity,good,communal standpipe
54318,motorpump,good,communal standpipe
54319,gravity,good,communal standpipe
54320,gravity,good,communal standpipe
54321,other,good,other
54322,gravity,good,communal standpipe
54323,handpump,good,hand pump
54324,other,good,other
54325,gravity,good,communal standpipe
54326,handpump,good,hand pump
54327,gravity,good,communal standpipe
54328,gravity,good,communal standpipe
54329,submersible,good,communal standpipe
54330,gravity,good,communal standpipe
54331,handpump,colored,hand pump
54332,handpump,good,hand pump
54333,handpump,good,hand pump
54335,gravity,good,communal standpipe
54336,motorpump,good,communal standpipe
54337,gravity,good,communal standpipe
54338,gravity,good,communal standpipe
54339,gravity,good,communal standpipe
54341,handpump,good,hand pump
54343,gravity,good,communal standpipe
54344,handpump,salty,hand pump
54345,gravity,good,communal standpipe
54346,gravity,good,communal standpipe
54347,motorpump,,communal standpipe
54348,handpump,good,hand pump
54349,handpump,good,hand pump
54351,gravity,good,communal standpipe
54352,handpump,good,hand pump
54353,gravity,good,communal standpipe
54354,gravity,good,communal standpipe
54355,submersible,good,communal standpipe
54356,gravity,good,communal standpipe
54357,gravity,good,communal standpipe
54359,handpump,salty,hand pump
54360,handpump,good,hand pump
54361,gravity,good,communal standpipe
54363,gravity,good,communal standpipe
54364,other,good,other
54365,other,salty,other
54366,gravity,good,communal standpipe
54367,gravity,good,communal standpipe
54368,handpump,good,hand pump
54369,submersible,colored,communal standpipe
54370,handpump,good,hand pump
54372,submersible,good,communal standpipe
54373,other,good,communal standpipe
54374,motorpump,good,communal standpipe
54375,gravity,good,communal standpipe
54376,submersible,salty,communal standpipe
54377,handpump,milky,hand pump
54378,gravity,good,communal standpipe
54379,handpump,good,hand pump
54380,motorpump,good,communal standpipe
54381,other,salty,other
54382,submersible,good,communal standpipe
54383,handpump,good,hand pump
54385,gravity,good,communal standpipe
54386,gravity,good,communal standpipe
54387,gravity,good,communal standpipe
54388,handpump,good,hand pump
54389,gravity,good,communal standpipe
54390,gravity,good,communal standpipe
54391,handpump,good,hand pump
54392,gravity,good,communal standpipe
54393,gravity,good,communal standpipe
54394,gravity,good,communal standpipe
54395,handpump,salty,hand pump
54396,gravity,good,cattle trough
54397,gravity,good,communal standpipe
54398,other,good,other
54399,submersible,good,communal standpipe
54400,gravity,good,communal standpipe
54402,gravity,good,communal standpipe
54403,gravity,good,communal standpipe
54404,handpump,salty,hand pump
54405,submersible,salty,communal standpipe
54406,gravity,good,communal standpipe
54407,gravity,good,communal standpipe
54408,other,good,other
54409,gravity,good,communal standpipe
54410,gravity,good,communal standpipe
54411,other,good,improved spring
54413,handpump,good,hand pump
54415,gravity,good,communal standpipe
54416,handpump,good,hand pump
54417,other,salty,other
54418,other,salty,other
54419,gravity,good,communal standpipe
54420,handpump,salty,hand pump
54421,handpump,good,hand pump
54422,handpump,good,hand pump
54423,gravity,good,communal standpipe
54425,other,good,other
54426,gravity,good,communal standpipe
54427,handpump,good,hand pump
54428,handpump,,hand pump
54429,handpump,good,hand pump
54430,other,salty,other
54431,other,good,communal standpipe
54432,handpump,good,hand pump
54434,motorpump,,communal standpipe
54435,gravity,good,improved spring
54436,other,good,other
54437,handpump,good,hand pump
54438,gravity,good,communal standpipe
54439,handpump,milky,hand pump
54440,motorpump,good,communal standpipe
54441,gravity,good,communal standpipe
54442,gravity,good,communal standpipe
54443,gravity,good,other
54444,gravity,good,communal standpipe
54445,gravity,good,communal standpipe
54446,handpump,good,hand pump
54447,gravity,good,communal standpipe
54448,gravity,good,communal standpipe
54449,handpump,good,hand pump
54450,gravity,good,other
54451,handpump,good,hand pump
54452,gravity,good,communal standpipe
54453,wind-powered,good,communal standpipe
54454,gravity,good,communal standpipe
54455,gravity,good,communal standpipe
54456,other,good,improved spring
54457,handpump,good,hand pump
54458,handpump,salty,hand pump
54459,gravity,good,communal standpipe
54460,submersible,good,communal standpipe
54461,handpump,good,hand pump
54462,gravity,good,other
54463,other,salty,hand pump
54464,submersible,good,communal standpipe
54465,gravity,good,communal standpipe
54466,gravity,good,communal standpipe
54467,gravity,good,communal standpipe
54468,gravity,good,communal standpipe
54469,gravity,good,other
54470,gravity,good,communal standpipe
54471,gravity,fluoride,communal standpipe
54472,gravity,good,communal standpipe
54473,handpump,good,hand pump
54474,other,good,other
54475,gravity,good,improved spring
54476,handpump,salty,hand pump
54477,gravity,good,communal standpipe
54478,submersible,good,communal standpipe
54479,gravity,good,communal standpipe
54480,handpump,good,hand pump
54481,handpump,good,hand pump
54482,gravity,good,communal standpipe
54483,gravity,good,communal standpipe
54485,other,good,communal standpipe
54486,gravity,good,communal standpipe
54487,handpump,good,hand pump
54488,gravity,good,communal standpipe
54490,gravity,good,communal standpipe
54491,handpump,good,hand pump
54492,handpump,good,hand pump
54493,gravity,good,communal standpipe
54494,gravity,good,communal standpipe
54495,motorpump,good,communal standpipe
54496,gravity,good,communal standpipe
54497,gravity,good,communal standpipe
54498,handpump,good,hand pump
54499,gravity,good,communal standpipe
54500,other,salty,other
54501,gravity,good,communal standpipe
54502,submersible,good,communal standpipe
54503,submersible,good,communal standpipe
54504,gravity,good,communal standpipe
54505,handpump,good,hand pump
54506,gravity,good,communal standpipe
54507,gravity,good,communal standpipe
54508,gravity,salty,communal standpipe
54509,handpump,salty,hand pump
54510,gravity,good,communal standpipe
54511,submersible,good,communal standpipe
54512,handpump,good,hand pump
54513,handpump,salty,hand pump
54514,gravity,good,communal standpipe
54515,gravity,good,communal standpipe
54516,gravity,good,communal standpipe
54517,gravity,good,communal standpipe
54518,gravity,good,communal standpipe
54519,gravity,good,communal standpipe
54520,other,good,other
54521,handpump,good,hand pump
54522,handpump,salty,hand pump
54523,submersible,salty,communal standpipe
54524,gravity,good,communal standpipe
54525,handpump,good,hand pump
54526,submersible,salty,communal standpipe
54527,other,good,other
54528,handpump,salty,hand pump
54529,gravity,good,communal standpipe
54532,submersible,good,communal standpipe
54533,gravity,good,communal standpipe
54534,handpump,,hand pump
54535,gravity,good,communal standpipe
54536,gravity,good,other
54537,gravity,good,communal standpipe
54538,gravity,good,communal standpipe
54539,gravity,good,communal standpipe
54540,handpump,,hand pump
54541,handpump,salty,hand pump
54543,gravity,good,communal standpipe
54544,gravity,good,communal standpipe
54545,gravity,good,communal standpipe
54546,handpump,salty,hand pump
54547,submersible,good,communal standpipe
54548,gravity,good,communal standpipe
54549,other,milky,other
54550,gravity,good,communal standpipe
54552,handpump,good,other
54553,handpump,good,hand pump
54554,motorpump,good,communal standpipe
54555,submersible,good,communal standpipe
54556,motorpump,,communal standpipe
54557,gravity,good,communal standpipe
54559,other,good,other
54560,handpump,good,hand pump
54562,submersible,good,communal standpipe
54564,gravity,colored,communal standpipe
54565,submersible,good,other
54566,submersible,good,communal standpipe
54567,handpump,good,hand pump
54568,gravity,good,communal standpipe
54569,gravity,good,communal standpipe
54570,submersible,good,communal standpipe
54571,other,good,other
54572,gravity,good,communal standpipe
54573,gravity,good,communal standpipe
54574,other,good,other
54575,gravity,good,other
54576,handpump,good,hand pump
54577,submersible,good,communal standpipe
54578,gravity,good,communal standpipe
54579,gravity,good,other
54580,motorpump,good,communal standpipe
54581,other,good,other
54584,gravity,good,communal standpipe
54585,submersible,good,communal standpipe
54586,other,milky,other
54587,handpump,salty,hand pump
54588,handpump,milky,hand pump
54590,handpump,good,hand pump
54591,motorpump,good,communal standpipe
54592,other,,other
54593,gravity,good,communal standpipe
54595,gravity,good,communal standpipe
54596,gravity,good,communal standpipe
54597,handpump,milky,hand pump
54598,submersible,good,communal standpipe
54600,gravity,good,communal standpipe
54601,handpump,good,hand pump
54602,gravity,good,communal standpipe
54603,gravity,good,communal standpipe
54604,gravity,good,communal standpipe
54605,submersible,good,communal standpipe
54606,submersible,salty,communal standpipe
54607,handpump,good,hand pump
54608,other,,other
54609,handpump,good,hand pump
54610,handpump,good,hand pump
54611,handpump,fluoride,hand pump
54612,gravity,good,communal standpipe
54613,gravity,good,communal standpipe
54614,handpump,good,hand pump
54615,gravity,good,communal standpipe
54616,handpump,good,hand pump
54617,gravity,,communal standpipe
54618,gravity,good,communal standpipe
54619,gravity,good,improved spring
54620,gravity,good,communal standpipe
54621,handpump,good,hand pump
54622,handpump,good,hand pump
54623,motorpump,good,communal standpipe
54625,gravity,good,communal standpipe
54626,other,good,other
54627,gravity,good,communal standpipe
54628,gravity,good,communal standpipe
54629,handpump,good,hand pump
54630,gravity,good,other
54631,submersible,good,communal standpipe
54632,handpump,good,hand pump
54633,submersible,good,communal standpipe
54635,gravity,good,communal standpipe
54636,submersible,good,communal standpipe
54637,gravity,good,communal standpipe
54638,handpump,salty,hand pump
54639,other,salty,other
54640,motorpump,salty,other
54641,submersible,good,communal standpipe
54642,gravity,good,communal standpipe
54643,submersible,good,communal standpipe
54644,gravity,good,communal standpipe
54645,gravity,good,communal standpipe
54646,gravity,good,communal standpipe
54647,gravity,good,communal standpipe
54648,other,good,other
54649,motorpump,good,communal standpipe
54650,handpump,good,hand pump
54651,gravity,good,communal standpipe
54652,handpump,good,hand pump
54653,handpump,,other
54654,motorpump,good,communal standpipe
54655,gravity,good,communal standpipe
54656,gravity,good,communal standpipe
54657,gravity,good,communal standpipe
54658,gravity,good,other
54659,handpump,good,hand pump
54660,gravity,good,communal standpipe
54661,gravity,good,communal standpipe
54662,gravity,good,communal standpipe
54663,handpump,good,hand pump
54664,handpump,salty,hand pump
54665,gravity,good,communal standpipe
54666,handpump,salty,hand pump
54667,handpump,good,hand pump
54668,motorpump,good,communal standpipe
54669,submersible,,communal standpipe
54670,submersible,good,communal standpipe
54671,gravity,good,communal standpipe
54672,submersible,good,communal standpipe
54673,other,good,communal standpipe
54674,handpump,good,hand pump
54675,handpump,good,hand pump
54676,other,good,communal standpipe
54677,submersible,good,communal standpipe
54678,handpump,good,hand pump
54679,handpump,good,hand pump
54680,gravity,good,communal standpipe
54681,gravity,good,communal standpipe
54682,gravity,good,communal standpipe
54683,gravity,good,communal standpipe
54684,handpump,salty,hand pump
54685,submersible,,communal standpipe
54686,gravity,good,communal standpipe
54687,other,good,other
54688,gravity,good,communal standpipe
54689,handpump,milky,hand pump
54691,other,good,other
54692,gravity,good,communal standpipe
54693,other,good,hand pump
54694,gravity,good,communal standpipe
54695,gravity,good,communal standpipe
54696,handpump,salty,hand pump
54697,handpump,good,hand pump
54698,handpump,good,hand pump
54699,other,good,other
54700,gravity,good,communal standpipe
54701,gravity,good,communal standpipe
54703,handpump,good,hand pump
54704,submersible,good,communal standpipe
54705,other,salty,hand pump
54706,handpump,good,hand pump
54707,gravity,good,communal standpipe
54708,motorpump,good,communal standpipe
54709,submersible,,other
54710,submersible,good,communal standpipe
54711,other,salty,other
54712,submersible,good,communal standpipe
54713,handpump,good,hand pump
54715,gravity,good,communal standpipe
54716,handpump,good,hand pump
54717,gravity,good,communal standpipe
54718,gravity,good,communal standpipe
54719,handpump,good,hand pump
54720,handpump,salty,hand pump
54721,handpump,good,hand pump
54722,handpump,good,hand pump
54724,submersible,good,communal standpipe
54725,handpump,good,hand pump
54726,gravity,good,communal standpipe
54727,handpump,salty,hand pump
54728,handpump,salty,hand pump
54729,gravity,good,communal standpipe
54730,gravity,good,communal standpipe
54731,gravity,good,improved spring
54732,other,good,communal standpipe
54734,handpump,good,hand pump
54735,motorpump,good,communal standpipe
54736,gravity,good,communal standpipe
54737,handpump,good,hand pump
54738,handpump,good,hand pump
54739,gravity,good,communal standpipe
